title,author,rating,gender,publisher,publishDate
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,3.91,m,Quirk,06/07/11
Matched,Ally Condie,3.66,w,Dutton Books for Young Readers,11/30/10
Flowers in the Attic,V.C. Andrews,3.82,m,Pocket Books,10/28/79
The Shipping News,Annie Proulx,3.86,w,Scribner Book Company,10/28/02
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.36,w,Random House,11/16/10
The Scarlet Pimpernel,Emmuska Orczy,4.06,m,Quiet Vision Pub,02/28/05
Hopeless,Colleen Hoover,4.29,w,,12/19/12
Jonathan Strange & Mr Norrell,Susanna Clarke,3.82,w,Tor Books,08/01/06
The Chosen,Chaim Potok,4.04,m,Fawcett Books,04/12/87
High Fidelity,Nick Hornby,3.93,m,Riverhead Books,05/05/96
"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,4.17,m,Vintage Books,05/28/92
Houdini Heart,Ki Longfellow,4.22,m,Eio Books,04/25/11
Artemis Fowl,Eoin Colfer,3.85,m,Disney-Hyperion,04/01/03
Pippi Longstocking,Astrid Lindgren,4.13,w,Puffin Books,04/21/05
The Tales of Beedle the Bard,J.K. Rowling,4.06,m,Bloomsbury,12/04/08
The Virgin Suicides,Jeffrey Eugenides,3.82,m,Bloomsbury Publishing PLC,10/28/02
The Reader,Bernhard Schlink,3.76,m,Pantheon,06/26/97
Nineteen Minutes,Jodi Picoult,4.13,w,Atria Books,03/05/07
The House of Hades,Rick Riordan,4.54,m,Disney-Hyperion Books,10/08/13
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,3.99,m,Crown Publishers,02/11/03
Redeeming Love,Francine Rivers,4.49,w,Multnomah,10/28/07
The Age of Innocence,Edith Wharton,3.95,w,Barnes Noble Classics,08/26/04
The Host,Stephenie Meyer,3.84,m,"Little, Brown and Company",05/06/08
Neuromancer,William Gibson,3.9,m,Ace,07/01/00
Waiting for Godot,Samuel Beckett,3.83,m,Grove,10/28/11
The Grapes of Wrath,John Steinbeck,3.97,m,Viking,04/10/14
Northanger Abbey,Jane Austen,3.83,w,Barnes & Noble Classics,03/03/05
The Voyage of the Dawn Treader,C.S. Lewis,4.09,m,HarperCollins,09/01/06
Dubliners,James Joyce,3.85,m,Oxford University Press,03/15/01
Lover Awakened,J.R. Ward,4.44,m,Signet,09/05/06
War and Peace,Leo Tolstoy,4.12,m,Oxford University Press,06/25/98
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.83,w,Harper Perennial,12/07/04
The Waste Land,T.S. Eliot,4.11,m,W.W. Norton & Company,12/01/00
Everything Is Illuminated,Jonathan Safran Foer,3.9,m,Harper Perennial,04/01/03
Crown of Midnight,Sarah J. Maas,4.42,w,Bloomsbury USA Childrens,08/27/13
To the Lighthouse,Virginia Woolf,3.78,w,Harvest Books,12/27/89
I Know Why the Caged Bird Sings,Maya Angelou,4.24,w,Bantam Books,11/28/93
"I, Robot",Isaac Asimov,4.2,m,Bantam Books,06/28/04
The Twilight Collection,Stephenie Meyer,3.79,m,Atom,11/15/07
The One,Kiera Cass,4.2,w,HarperTeen,05/06/14
The Jungle,Upton Sinclair,3.75,m,See Sharp Press,04/01/03
Carrie,Stephen King,3.96,m,Pocket Books,11/01/05
Snow Falling on Cedars,David Guterson,3.84,m,Vintage,09/26/95
Voyager,Diana Gabaldon,4.37,w,Delta,08/07/01
"I, Claudius",Robert Graves,4.23,m,Vintage,10/23/89
Heir of Fire,Sarah J. Maas,4.48,w,Bloomsbury USA Childrens,09/02/14
Me Talk Pretty One Day,David Sedaris,3.99,m,"Little, Brown and Company",10/28/01
A Room with a View,E.M. Forster,3.91,m,Digireads.com,01/01/05
Bleak House,Charles Dickens,4.0,m,Penguin Books,01/06/06
The Republic,Plato,3.94,m,Penguin Classics,02/25/03
The Last Battle,C.S. Lewis,4.02,m,HarperCollins Publishers,06/20/05
The Exorcist,William Peter Blatty,4.18,m,HarperTorch,02/01/94
The Elephant Tree,R.D. Ronald,4.14,m,Matador,10/28/10
Coraline,Neil Gaiman,4.06,m,William Morrow Paperbacks,08/29/06
Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,4.13,m,Suhrkamp Verlag,12/07/96
The 5th Wave,Rick Yancey,4.04,m,G.P. Putnam's Sons Books for Young Readers,05/07/13
The Iron King,Julie Kagawa,3.9,w,Harlequin Teen,01/19/10
Quantum Roots II: Worm Holes,Kyle Keyes,4.34,m,CreateSpace,02/12/17
The Arabian Nights,Anonymous,4.04,m,Modern Library,06/01/04
The Complete Poems of Emily Dickinson,Emily Dickinson,4.23,w,"Little, Brown and Company",01/30/76
Torment,Lauren Kate,3.87,m,Delacorte Press,09/28/10
Bloodlines,Richelle Mead,4.2,w,Razorbill,08/23/11
Mistress Suffragette,Diana Forbes,4.34,w,Penmore Press LLC,03/05/17
Vanity Fair,William Makepeace Thackeray,3.79,m,Penguin Books,01/30/03
Wizard's First Rule,Terry Goodkind,4.12,m,Tor Books,04/14/03
North and South,Elizabeth Gaskell,4.13,w,Penguin Books,01/13/94
Brideshead Revisited,Evelyn Waugh,4.0,w,Back Bay Books,01/30/82
The God Delusion,Richard Dawkins,3.9,m,Houghton Mifflin Co. (Boston/NY),10/18/06
Pet Sematary,Stephen King,4.0,m,Scribner,05/13/14
Of Human Bondage,W. Somerset Maugham,4.11,m,Signet,01/02/07
Snow Crash,Neal Stephenson,4.02,m,Spectra,08/26/03
World War Z: An Oral History of the Zombie War,Max Brooks,4.01,m,Crown,09/12/06
A Great and Terrible Beauty,Libba Bray,3.78,m,Simon and Schuster,12/09/03
Bared to You,Sylvia Day,4.18,w,Berkley,02/04/14
The Witching Hour,Anne Rice,4.11,w,Arrow,11/04/04
The War of the Worlds,H.G. Wells,3.83,m,Modern Library,03/12/02
The Summoning,Kelley Armstrong,4.02,m,HarperCollins,07/01/08
"Cry, the Beloved Country",Alan Paton,3.89,m,Scribner,11/25/03
Johnny Got His Gun,Dalton Trumbo,4.18,m,Citadel,08/01/00
Chocolat,Joanne Harris,3.96,w,Penguin Books,11/01/00
Halfway to the Grave,Jeaniene Frost,4.16,m,Avon,10/30/07
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,"Greg Mortenson , David Oliver Relin",3.65,m;m,Penguin,01/30/07
Perfect Chemistry,Simone Elkeles,4.06,w,Walker Childrens,12/23/08
City of Glass,Cassandra Clare,4.31,w,Margaret K. McElderry Books,03/24/09
The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,Cassandra Clare,4.56,w,Margaret K. McElderry Books,10/27/09
The Woman in White,Wilkie Collins,3.99,m,Penguin Classics,02/27/03
Angels & Demons,Dan Brown,3.9,m,Pocket Books,04/01/06
Just Listen,Sarah Dessen,4.06,w,Viking Books,04/06/06
2001: A Space Odyssey,Arthur C. Clarke,4.15,m,Roc,09/01/00
The Truth About Forever,Sarah Dessen,4.12,w,Penguin Group Inc.,05/11/04
A Discovery of Witches,Deborah Harkness,4.0,w,Viking Penguin,02/28/11
Unwind,Neal Shusterman,4.17,m,Simon & Schuster Books for Young Readers,11/06/07
Trainspotting,Irvine Welsh,4.07,m,Vintage,07/11/94
Are You My Mother?,P.D. Eastman,4.19,m,"Random House, Inc.",10/28/62
Cannery Row,John Steinbeck,4.04,m,Penguin Books,02/05/02
Much Ado About Nothing,William Shakespeare,4.06,m,Simon Schuster,10/28/04
Swann's Way,Marcel Proust,4.12,m,Penguin Classics,11/30/04
Sarah's Key,Tatiana de Rosnay,4.16,w,St. Martins Press,06/28/07
The Polar Express,Chris Van Allsburg,4.3,m,Houghton Mifflin,10/28/00
Acheron,Sherrilyn Kenyon,4.57,m,St. Martin's Press,08/05/08
Lady Chatterley's Lover,D.H. Lawrence,3.51,m,Modern Library,06/12/83
The Elite,Kiera Cass,4.02,w,HarperTeen,04/23/13
Ishmael,Daniel Quinn,3.98,m,Bantam,12/16/09
Nine Stories,J.D. Salinger,4.18,m,"Little, Brown and Company",01/30/01
The Unbecoming of Mara Dyer,Michelle Hodkin,4.05,w,Simon & Schuster Books for Young Readers,09/27/11
The Return of the King,J.R.R. Tolkien,4.53,m,Ballantine Books,07/12/74
All the Bright Places,Jennifer Niven,4.15,w,Knopf,01/06/15
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.18,m,Anchor Books,10/19/99
Far From the Madding Crowd,Thomas Hardy,3.94,m,Penguin Books,02/27/03
The Zombie Room,R.D. Ronald,4.16,m,Garden Heights Books,04/10/16
Angelfall,Susan Ee,4.13,w,Skyscape,08/28/12
Dead to the World,Charlaine Harris,4.12,w,Ace Books,04/01/05
Persuasion,Jane Austen,4.14,w,Oxford University Press,03/18/04
The Bronze Horseman,Paullina Simons,4.3,m,HarperCollins e-books,03/17/09
You Are Special,Max Lucado,4.45,m,Candle Books,09/01/04
Sabriel,Garth Nix,4.15,m,Harper Collins,09/30/96
Cutting for Stone,Abraham Verghese,4.29,m,Alfred A. Knopf,02/03/09
Little House on the Prairie,Laura Ingalls Wilder,4.19,w,HarperTrophy,10/28/94
Being and Time,Martin Heidegger,4.03,m,Harper & Row (NYC/Evanston),08/01/62
The Goose Girl,Shannon Hale,4.12,m,Bloomsbury Children's Books,05/01/05
I Capture the Castle,Dodie Smith,4.0,m,Wyatt Book,03/31/98
The Last Lecture,Randy Pausch,4.26,m,Hachette Books,04/11/08
Ignite Me,Tahereh Mafi,4.4,w,HarperCollins,02/04/14
The Glass Menagerie,Tennessee Williams,3.71,m,New Directions,06/17/99
Twelfth Night,William Shakespeare,3.98,m,Simon Schuster,07/01/04
The Darkest Minds,Alexandra Bracken,4.18,w,Disney Hyperion,12/18/12
Invisible Monsters,Chuck Palahniuk,3.98,m,W. W. Norton Company,05/01/18
The Hours,Michael Cunningham,3.94,m,Picador USA,10/28/02
Drums of Autumn,Diana Gabaldon,4.33,w,Bantam,10/16/18
Wicked Lovely,Melissa Marr,3.69,w,HarperTeen,06/12/07
P.S. I Love You,Cecelia Ahern,4.02,w,Hachette Books,01/05/05
Queen of Shadows,Sarah J. Maas,4.55,w,Bloomsbury USA Childrens,09/01/15
World Without End,Ken Follett,4.26,m,Dutton,10/04/07
A Christmas Carol,Charles Dickens,4.06,m,Bethany House Publishers,09/23/99
The Merchant of Venice,William Shakespeare,3.8,m,"Washington Square Press, Inc.",10/28/92
The Last Unicorn,Peter S. Beagle,4.15,m,Penguin Roc,07/28/08
Slammed,Colleen Hoover,4.26,w,Atria Books,06/28/16
Little House in the Big Woods,Laura Ingalls Wilder,4.18,w,HarperTrophy,01/01/07
Hyperion,Dan Simmons,4.23,m,Bantam Spectra,03/28/90
No Country for Old Men,Cormac McCarthy,4.12,m,Vintage,07/11/06
The Bean Trees,Barbara Kingsolver,3.97,w,Perfection Learning,03/01/89
The Raven Boys,Maggie Stiefvater,4.05,w,Scholastic Press,09/18/12
The Bad Beginning,Lemony Snicket,3.95,m,"Scholastic, Inc.",09/30/99
Cyrano de Bergerac,Edmond Rostand,4.07,m,Signet Classics,08/05/03
Speaker for the Dead,Orson Scott Card,4.07,m,Tor Books,08/15/94
The Westing Game,Ellen Raskin,4.01,w,Puffin,04/12/04
Interpreter of Maladies,Jhumpa Lahiri,4.15,m,Houghton Mifflin Harcourt,05/22/00
The Red Pyramid,Rick Riordan,4.08,m,Disney-Hyperion,05/04/10
All the King's Men,Robert Penn Warren,4.07,m,Harcourt Brace,09/01/96
Julius Caesar,"William Shakespeare, Roma Gill",3.69,m;w,"Oxford University Press, USA",10/17/02
"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",Diamante Lavendar,4.33,w,Balboa Press,06/16/18
Anne of Avonlea,L.M. Montgomery,4.21,m,Random House Children's Books,10/06/97
Peace Like a River,Leif Enger,4.0,m,Atlantic Monthly Press,08/07/02
We Need to Talk About Kevin,Lionel Shriver,4.05,m,Harper Perennial,07/03/06
The Silver Chair,C.S. Lewis,3.96,m,HarperCollins,01/02/08
The Wasp Factory,Iain Banks,3.81,m,Simon & Schuster (NYC),10/28/98
The Art of War,Sun Tzu,3.97,m,Shambhala,01/11/05
Poison Study,Maria V. Snyder,4.11,w,Mira,03/01/07
Mythology,Edith Hamilton,4.0,w,"Little, Brown and Company",09/14/98
The Two Towers,J.R.R. Tolkien,4.44,m,Houghton Mifflin,09/05/03
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,3.95,m,"Farrar, Straus and Giroux",03/16/05
The Secret,Rhonda Byrne,3.68,w,Atria Books,11/28/06
The Queen of the Damned,Anne Rice,3.89,w,Ballantine Books,11/29/97
Left Behind,"Tim LaHaye, Jerry B. Jenkins",3.83,m;m,Tyndale House Publishers,09/01/00
The Eyre Affair,Jasper Fforde,3.88,m,Penguin Books,02/25/03
Inheritance,Christopher Paolini,4.1,m,Alfred A. Knopf,11/08/11
The Talisman,"Stephen King , Peter Straub",4.13,m;m,Random House,09/15/01
Prince Caspian,C.S. Lewis,3.97,m,HarperCollins Publishers,06/20/05
The Memory Keeper's Daughter,Kim Edwards,3.67,m,Penguin Books,05/30/06
The Knife of Never Letting Go,Patrick Ness,3.97,m,Candlewick Press,07/22/14
Shadowfever,Karen Marie Moning,4.41,w,Delacorte Press,01/18/11
Native Son,Richard Wright,3.99,m,Harper Perennial Modern Classics,08/02/05
Seabiscuit: An American Legend,Laura Hillenbrand,4.22,w,Ballantine Books,07/01/03
The Blind Assassin,Margaret Atwood,3.95,w,Virago Press Ltd,09/03/01
The Killer Angels,Michael Shaara,4.32,m,Ballantine Books,08/12/87
The Scorch Trials,James Dashner,3.91,m,Delacorte Press,10/12/10
Darkfever,Karen Marie Moning,4.09,w,Delacorte Press,10/31/06
The History of Love,Nicole Krauss,3.92,w,Norton,05/17/06
If on a Winter's Night a Traveler,Italo Calvino,4.05,m,L&OD Key Porter,10/20/82
Sense and Sensibility,Jane Austen,4.07,w,Penguin Books,04/29/03
Pretties,Scott Westerfeld,3.85,m,Simon & Schuster Simon Pulse,11/01/05
The Bourne Identity,Robert Ludlum,4.02,m,Orion,03/24/05
Possession,A.S. Byatt,3.88,m,Vintage,10/01/91
Gravity's Rainbow,Thomas Pynchon,3.98,m,Penguin Books,10/31/06
A People's History of the United States,Howard Zinn,4.07,m,Harper Perennial,08/02/05
I Am Legend and Other Stories,Richard Matheson,4.0,m,Orb Books,09/15/97
A Brief History of Time,Stephen Hawking,4.18,m,Bantam Books,09/01/98
Oedipus Rex,Sophocles,3.71,m,Prestwick House - (Literary Touchstone Classic),06/22/06
Scarlet,Marissa Meyer,4.27,w,Feiwel & Friends,02/05/13
Alanna: The First Adventure,Tamora Pierce,4.24,m,Simon Pulse,01/01/05
House of Sand and Fog,Andre Dubus III,3.85,m,W. W. Norton Company,10/02/18
Watchers,Dean Koontz,4.18,m,Berkley,01/28/03
John Adams,David McCullough,4.06,m,Simon & Schuster Paperbacks,05/22/01
One for the Money,Janet Evanovich,4.04,w,Griffin,10/28/06
A Wizard of Earthsea,Ursula K. Le Guin,3.99,w,Bantam Spectra,09/28/04
Lover Unbound,J.R. Ward,4.33,m,Signet,10/01/07
Champion,Marie Lu,4.34,w,Putnam Juvenile,11/05/13
The Haunting of Hill House,Shirley Jackson,3.84,w,Penguin Classics,11/28/06
The Left Hand of Darkness,Ursula K. Le Guin,4.07,w,Ace,07/01/00
Assassin's Apprentice,Robin Hobb,4.15,m,Spectra Books,03/01/96
I'll Give You the Sun,Jandy Nelson,4.14,m,Dial Books,09/16/14
1Q84,Haruki Murakami,3.92,m,Knopf,10/25/11
The Night Before Christmas,Clement C. Moore,4.37,m,G.P. Putnam's Sons,10/28/98
The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,4.04,w,Dover Publications,07/11/97
The Magus,John Fowles,4.05,m,Back Bay Books,01/04/01
Oryx and Crake,Margaret Atwood,4.01,w,Anchor Books,03/30/04
Cress,Marissa Meyer,4.43,w,Feiwel & Friends,02/04/14
A Breath of Snow and Ashes,Diana Gabaldon,4.44,w,Delta,08/29/06
Night Watch,Terry Pratchett,4.5,m,Corgi,10/27/11
A Heartbreaking Work of Staggering Genius,Dave Eggers,3.69,m,Vintage,02/13/01
Veronika Decides to Die,Paulo Coelho,3.7,m,Harper Perennial,06/01/06
Brainwalker,"Robyn Mundell , Stephan Lacast",4.35,w;m,Dualmind Publishing,10/01/16
The Lies of Locke Lamora,Scott Lynch,4.28,m,Spectra,06/27/06
Jitterbug Perfume,Tom Robbins,4.22,m,No Exit Press,04/09/01
Papillon,Henri Charrière,4.24,m,William Morrow Paperbacks,08/01/06
Prodigal Summer,Barbara Kingsolver,4.0,w,Harper Perennial,10/16/01
Corelli's Mandolin,Louis de Bernières,3.98,m,Vintage,08/29/95
"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,3.83,w,"Little, Brown Books for Young Readers",05/01/06
Matching Configurations: QUANTUM ROOTS III,Kyle Keyes,4.39,m,Kyle Keyes,03/25/19
The Fiery Cross,Diana Gabaldon,4.24,w,Dell,08/30/05
The Magic Mountain,Thomas Mann,4.11,m,Vintage,10/28/96
The Sisterhood of the Traveling Pants,Ann Brashares,3.8,w,Delacorte Press,09/11/01
Howl and Other Poems,Allen Ginsberg,4.13,m,City Lights,01/01/01
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.15,m,Walker Books Ltd,06/02/03
The Elegance of the Hedgehog,Muriel Barbery,3.77,w,Europa Editions,09/02/08
The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr. (Translator),4.34,m,The Church of Jesus Christ of Latter-day Saints,10/28/13
The Sirens of Titan,Kurt Vonnegut Jr.,4.15,m,Gollancz,09/09/99
Cosmos,Carl Sagan,4.37,m,Random House,05/07/02
The Big Sleep,Raymond Chandler,3.99,m,Vintage Crime,07/12/88
Grimm's Fairy Tales,"Jacob Grimm, Wilhelm Grimm",4.13,m;m,,08/21/12
Quantum Roots,Kyle Keyes,4.35,m,CreateSpace,08/28/12
Message in a Bottle,Nicholas Sparks,3.96,m,Warner Books,12/01/99
Crooked Kingdom,Leigh Bardugo,4.58,m,Orion Children's Books,09/27/16
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.22,m,"Henry Holt and Company, LLC",01/23/01
Prodigy,Marie Lu,4.26,w,Putnam Juvenile,01/29/13
The Power of Myth,"Joseph Campbell, Bill Moyers",4.26,m;m,Anchor,06/01/88
City of Ashes,Cassandra Clare,4.17,w,Margaret K. McElderry Books,03/25/08
The No. 1 Ladies' Detective Agency,Alexander McCall Smith,3.79,m,Anchor Books,02/06/03
Love Story,Erich Segal,3.62,m,HarperTorch,01/08/02
Glass Houses,Rachel Caine,3.91,w,NAL Jam,10/03/06
Twenty Thousand Leagues Under the Sea,Jules Verne,3.89,m,Barnes & Noble,04/01/02
Confessions of a Shopaholic,Sophie Kinsella,3.65,w,Dell Publishing Company,11/04/03
Lover Revealed,J.R. Ward,4.3,m,Onyx,03/06/07
Odd Thomas,Dean Koontz,3.97,m,Bantam,08/29/06
The Edge of Never,J.A. Redmerski,4.23,m,Createspace,11/15/12
The Awakening: Fate in Motion,Suzanne Boisvert,4.31,w,,09/15/18
Club Dead,Charlaine Harris,4.02,w,Orbit,05/06/06
Ivanhoe,Walter Scott,3.75,m,Penguin Books /Penguin Classics,03/30/00
Carry On,Rainbow Rowell,4.22,m,Wednesday Books,05/09/17
Princess Academy,Shannon Hale,4.01,m,Bloomsbury Children's Books,04/17/07
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"Steven D. Levitt, Stephen J. Dubner",3.98,m;m,William Morrow,10/17/06
Ender's Shadow,Orson Scott Card,4.3,m,Starscape,05/19/02
The Aeneid,Virgil,3.84,m,Vintage,06/16/90
Unravel Me,Tahereh Mafi,4.23,w,HarperCollins,02/05/13
Emma,Jane Austen,4.01,w,Penguin Books,05/06/03
Walk Two Moons,Sharon Creech,3.97,w,HarperTrophy,05/24/96
Angle of Repose,Wallace Stegner,4.24,m,Penguin,05/28/92
Lover Avenged,J.R. Ward,4.37,m,NAL,04/28/09
The Shell Seekers,Rosamunde Pilcher,4.16,w,Gramercy Books,04/06/04
The Corrections,Jonathan Franzen,3.8,m,Fourth Estate Paperbacks,09/02/02
The Bluest Eye,Toni Morrison,4.06,m,Plume,09/06/05
Anthem,Ayn Rand,3.63,w,NAL,12/01/99
The Witch of Blackbird Pond,Elizabeth George Speare,3.98,w,Laurel Leaf,05/15/78
Living Dead in Dallas,Charlaine Harris,3.96,w,Orbit,04/01/04
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,4.17,m,The Penguin Press,10/28/06
A Canticle for Leibowitz,Walter M. Miller Jr.,3.97,m,HarperCollins EOS,05/09/06
The Jungle Books,Rudyard Kipling,4.01,m,Signet Classics,05/03/05
Collected Fictions,Jorge Luis Borges,4.58,m,Penguin Classics Deluxe Edition,09/30/99
Rubinrot,Kerstin Gier,4.1,w,Arena Verlag,01/06/09
One Day,David Nicholls,3.8,m,Hodder & Stoughton,01/01/09
The Story of My Life,Helen Keller,4.08,w,Bantam Classics,05/01/90
Digital Fortress,Dan Brown,3.66,m,Corgi books,10/28/04
Something Wicked This Way Comes,Ray Bradbury,3.93,m,Harper Voyager,03/01/98
Linger,Maggie Stiefvater,3.9,w,Scholastic Press,07/13/10
Geek Love,Katherine Dunn,3.95,w,Random House Vintage,06/11/02
Cryptonomicon,Neal Stephenson,4.24,m,Avon,11/05/02
The Portrait of a Lady,Henry James,3.77,m,Penguin Classics,09/30/03
Because of Winn-Dixie,Kate DiCamillo,4.05,w,Candlewick Press,08/06/01
My Name Is Asher Lev,Chaim Potok,4.21,m,Anchor,03/11/03
How to Win Friends and Influence People,Dale Carnegie,4.2,m,Gallery Books,10/01/98
Song of Solomon,Toni Morrison,4.08,m,Vintage,06/08/04
Hard-Boiled Wonderland and the End of the World,Haruki Murakami,4.15,m,Vintage,10/28/03
Red Rising,Pierce Brown,4.25,m,Del Rey (Random House),01/28/14
The Namesake,Jhumpa Lahiri,4.0,m,Mariner Books,09/01/04
Empire of Storms,Sarah J. Maas,4.54,w,Bloomsbury Children's Books,09/06/16
To All the Boys I've Loved Before,Jenny Han,4.15,w,Simon & Schuster Books for Young Readers,04/15/14
The Death Cure,James Dashner,3.77,m,Delacorte Books for Young Readers,10/11/11
Howards End,E.M. Forster,3.95,m,Createspace Independent Publishing Platform,01/29/18
"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss (Reader),4.13,m,Harper Collins Children's Books,10/06/03
Holy Bible: King James Version,Anonymous,4.41,m,,01/15/08
Ficciones,Jorge Luis Borges,4.44,m,Grove Press,02/01/94
It's Kind of a Funny Story,Ned Vizzini,4.11,m,Disney-Hyperion,05/01/07
Fire,Kristin Cashore,4.1,w,Dial Books,10/05/09
Death on the Nile,Agatha Christie,4.1,w,Bantam Books,10/28/78
The Color of Magic,Terry Pratchett,3.99,m,Harper,09/13/05
The Hero of Ages,Brandon Sanderson,4.48,m,Tor Books,10/14/08
Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth,Steve Snyder,4.31,m,Sea Breeze Publishing LLC,08/15/14
Still Alice,Lisa Genova,4.32,w,iUniverse,07/06/07
The Moon Is a Harsh Mistress,Robert A. Heinlein,4.16,m,Hodder & Stoughton,03/14/05
Choke,Chuck Palahniuk,3.7,m,Anchor Books,06/28/02
Battle Royale,Koushun Takami,4.16,m,"VIZ, LLC",02/26/03
Dandelion Wine,Ray Bradbury,4.07,m,Earthlight (UK),07/28/00
Mary Poppins,P.L. Travers,4.02,m,HMH Books for Young Readers,06/01/06
Gift from the Sea,Anne Morrow Lindbergh,4.15,w,Vintage,01/30/91
Revolutionary Road,Richard Yates,3.9,m,Methuen,02/01/01
An Abundance of Katherines,John Green,3.57,m,Dutton Books for Young Readers,09/21/06
The Invention of Hugo Cabret,Brian Selznick,4.22,m,Scholastic Press,03/28/07
Small Gods,Terry Pratchett,4.3,m,Corgi,08/01/05
